value_set_name,code_system,logical_definition,code,code_description,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
UnitsOfLengthVS,http://unitsofmeasure.org,NA,pm,Picometer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UnitsOfLengthVS,http://unitsofmeasure.org,NA,nm,Nanometer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UnitsOfLengthVS,http://unitsofmeasure.org,NA,mm,Millimeter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UnitsOfLengthVS,http://unitsofmeasure.org,NA,cm,Centimeter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UnitsOfLengthVS,http://unitsofmeasure.org,NA,m,Meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UnitsOfLengthVS,http://unitsofmeasure.org,NA,ft-us,Foot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UnitsOfLengthVS,http://unitsofmeasure.org,NA,in-us,"Prostate specific Ag/Prostate volume calculated from height, width and length",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,8478,avidity index,Unit,UCUM,Unit,S,{ai},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8479,centipoise,Unit,UCUM,Unit,S,cP,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8480,Ehrlich unit,Unit,UCUM,Unit,S,[EU],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8481,EV,Unit,UCUM,Unit,NA,{EV},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8482,pH,Unit,UCUM,Unit,S,pH,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8483,counts per minute,Unit,UCUM,Unit,S,{counts}/min,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8484,CD59-deficient cells,Unit,UCUM,Unit,S,{CD59-deficient cells},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8485,DNR,Unit,UCUM,Unit,NA,{DNR},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8486,EOS,Unit,UCUM,Unit,NA,{EOS},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8487,anti-phosphatidylserine IgG concentration (GPS) unit,Unit,UCUM,Unit,S,[GPS'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8488,immune status ratio,Unit,UCUM,Unit,S,{ISR},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8489,LIV,Unit,UCUM,Unit,NA,{LIV},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8490,LPU,Unit,UCUM,Unit,NA,{LPU},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8491,LUS,Unit,UCUM,Unit,NA,{LUS},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8492,Log,Unit,UCUM,Unit,NA,{log},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8493,MLS,Unit,UCUM,Unit,NA,{MLS},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8494,multiple of the median,Unit,UCUM,Unit,S,{MOM},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8495,anti-phosphatidylserine IgM concentration (MPS) unit,Unit,UCUM,Unit,S,[MPS'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8496,femtoliter platelet mean volume,Unit,UCUM,Unit,S,fL{mpv},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8497,N/A,Unit,UCUM,Unit,NA,{n/a},1970-01-01,2016-03-11,D
NA,NA,NA,NA,NA,8498,RES,Unit,UCUM,Unit,NA,{res},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8499,REV,Unit,UCUM,Unit,NA,{rev},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8500,SAU,Unit,UCUM,Unit,NA,{sau},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8501,SGU,Unit,UCUM,Unit,NA,{sgu},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8502,SMU,Unit,UCUM,Unit,NA,{smu},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8503,DILS,Unit,UCUM,Unit,NA,{DILS},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8504,gram,Unit,UCUM,Unit,S,g,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8505,hour,Unit,UCUM,Unit,S,h,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8506,lytic unit 30 (number of cells to achieve 30% lysis of the target cells),Unit,UCUM,Unit,S,{LU30},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8508,Note,Unit,UCUM,Unit,NA,{note},1970-01-01,2016-03-11,D
NA,NA,NA,NA,NA,8509,risk,Unit,UCUM,Unit,S,{risk},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8510,unit,Unit,UCUM,Unit,S,[U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8511,week,Unit,UCUM,Unit,S,wk,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8512,day,Unit,UCUM,Unit,S,d,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8513,dose,Unit,UCUM,Unit,NA,{dose},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8514,% REF,Unit,UCUM,Unit,NA,%{REF},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8517,Farad,Unit,UCUM,Unit,S,F,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8518,Henry,Unit,UCUM,Unit,S,H,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8519,liter,Unit,UCUM,Unit,S,L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8520,Molar,Unit,UCUM,Unit,NA,{molar},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8523,ratio,Unit,UCUM,Unit,S,{ratio},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8524,times,Unit,UCUM,Unit,S,.,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8525,titer,Unit,UCUM,Unit,S,{titer},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8526,Total,Unit,UCUM,Unit,NA,{tot},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8528,year,Unit,UCUM,Unit,NA,y,1970-01-01,2016-03-11,D
NA,NA,NA,NA,NA,8529,index,Unit,UCUM,Unit,NA,{index},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8530,{ref},Unit,UCUM,Unit,NA,{ref},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8531,DNRTNP,Unit,UCUM,Unit,NA,{DNRTNP},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8533,Inches,Unit,UCUM,Unit,NA,in,1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8534,Motile,Unit,UCUM,Unit,NA,{motile},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8535,Normal,Unit,UCUM,Unit,NA,{normal},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8538,Uptake,Unit,UCUM,Unit,NA,{uptake},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8539,Volume,Unit,UCUM,Unit,NA,{vol},1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8540,bushel,Unit,UCUM,Unit,NA,bu,1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8541,per minute,Unit,UCUM,Unit,S,/min,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8542,anti-phosphatidylserine IgA concentration (APS) unit,Unit,UCUM,Unit,S,[APS'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8543,ampere,Unit,UCUM,Unit,S,A,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8545,GPS IgG,Unit,UCUM,Unit,NA,[{GPS'IgG}],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8547,M (anti-prothrombin IgG concentration) unit,Unit,UCUM,Unit,S,[M'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8548,MPS IgM,Unit,UCUM,Unit,NA,[{MPS'IgM}],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8549,million,Unit,UCUM,Unit,S,10*6,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8550,minute,Unit,UCUM,Unit,S,min,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8553,percent of sperm with positive binding,Unit,UCUM,Unit,S,%{sperm'binding},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8554,percent,Unit,UCUM,Unit,S,%,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8555,second,Unit,UCUM,Unit,S,s,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8556,EIA unit,Unit,UCUM,Unit,S,[EIA'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8560,Juvenile Diabetes Foundation unit,Unit,UCUM,Unit,S,[JDF'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8561,Of Total,Unit,UCUM,Unit,NA,[{of'tot}],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8564,picogram,Unit,UCUM,Unit,S,pg,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8565,streptozyme (STZ) agglutination titer unit,Unit,UCUM,Unit,S,[STZ'unit],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8566,thousand,Unit,UCUM,Unit,S,10*3,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8567,activity,Unit,UCUM,Unit,NA,{activity},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8568,baseline,Unit,UCUM,Unit,S,{baseline},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8569,pH unit,Unit,UCUM,Unit,NA,[{pH'U}],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8573,EIA value,Unit,UCUM,Unit,NA,[{EIA'value}],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8574,G (anti-prothrombin IgG concentration) unit,Unit,UCUM,Unit,S,[G'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8576,milligram,Unit,UCUM,Unit,S,mg,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8577,nanometer,Unit,UCUM,Unit,S,nm,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8578,of normal,Unit,UCUM,Unit,S,[of'normal],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8579,See below,Unit,UCUM,Unit,NA,[{see'below}],1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8580,See table,Unit,UCUM,Unit,NA,[{see'table)],1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8581,heartbeat,Unit,UCUM,Unit,S,{hb},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8582,centimeter,Unit,UCUM,Unit,S,cm,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8583,femtoliter,Unit,UCUM,Unit,S,fL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8586,lymphocytes per 100 cells,Unit,UCUM,Unit,S,{lymphos}/100.{cells},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8587,milliliter,Unit,UCUM,Unit,S,mL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8588,millimeter,Unit,UCUM,Unit,S,mm,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8589,O.D. ratio,Unit,UCUM,Unit,S,[OD'ratio],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8590,O.D. unit,Unit,UCUM,Unit,S,[OD'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8591,Of Total H,Unit,UCUM,Unit,NA,[{of'total'H}],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8593,See report,Unit,UCUM,Unit,NA,[{see'report}],1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8596,calculated,Unit,UCUM,Unit,S,{calc},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8597,inhibition,Unit,UCUM,Unit,NA,{inhibition},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8598,relative,Unit,UCUM,Unit,S,{relative},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8600,Elisa unit,Unit,UCUM,Unit,S,[ELU],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8604,percent mean normal,Unit,UCUM,Unit,S,%{mean'normal},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8605,milliosmole,Unit,UCUM,Unit,S,mosm,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8606,ratio unit,Unit,UCUM,Unit,S,[ratio'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8607,Result unit,Unit,UCUM,Unit,NA,[{res'U}],1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8608,index value,Unit,UCUM,Unit,NA,[{index'value}],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8609,beta-2 GPI IgA Ab unit,Unit,UCUM,Unit,S,[GPI'IgA'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8610,beta-2 GPI IgG Ab unit,Unit,UCUM,Unit,S,[GPI'IgG'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8611,beta-2 GPI IgM Ab unit,Unit,UCUM,Unit,S,[GPI'IgM'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8612,IM per liter,Unit,UCUM,Unit,NA,{IM}/L,1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8613,normal forms,Unit,UCUM,Unit,S,%{normal'forms},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8616,Panbio bacterial IgG and IgM unit,Unit,UCUM,Unit,S,[PANBIO'U],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8617,square meter,Unit,UCUM,Unit,S,m2,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8621,day per week,Unit,UCUM,Unit,S,d/wk,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8622,gram per time,Unit,UCUM,Unit,S,g/{time},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8623,log reduction,Unit,UCUM,Unit,S,lg({reduction}),1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8624,MEG per liter,Unit,UCUM,Unit,NA,{MEG}/L,1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8626,Of Inhibition,Unit,UCUM,Unit,NA,[{of'inhibition}],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8628,times average,Unit,UCUM,Unit,S,{times'avg},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8629,unit per gram,Unit,UCUM,Unit,S,[U]/g,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8630,unit per hour,Unit,UCUM,Unit,S,[U]/h,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8631,sperm motility at 60 minutes,Unit,UCUM,Unit,S,%{sperm'motility'at'60'min},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8632,percent total,Unit,UCUM,Unit,S,%{tot},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8636,gram per liter,Unit,UCUM,Unit,S,g/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8637,negative count,Unit,UCUM,Unit,S,[neg'count],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8641,poise per gram,Unit,UCUM,Unit,S,p/g,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8644,Seconds per CO,Unit,UCUM,Unit,NA,s/{CO},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8645,unit per liter,Unit,UCUM,Unit,S,[U]/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8646,Volume percent,Unit,UCUM,Unit,NA,[{vol}'%],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8647,per microliter,Unit,UCUM,Unit,S,/uL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8648,percent of normal,Unit,UCUM,Unit,S,%{of'normal},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8649,percent uptake,Unit,UCUM,Unit,S,%{uptake},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8653,degree Celsius,Unit,UCUM,Unit,NA,[degC],1970-01-01,2018-05-04,U
NA,NA,NA,NA,NA,8654,Enzyme activity,Unit,UCUM,Unit,NA,[{enzyme'activity}],1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8655,Farad per liter,Unit,UCUM,Unit,S,F/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8656,Low Power Field,Unit,UCUM,Unit,NA,[LPF],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8659,percent CD19+ cells,Unit,UCUM,Unit,S,%{CD19+'cells},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8660,percent in gate,Unit,UCUM,Unit,S,%{in'gate},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8662,unit per 10,Unit,UCUM,Unit,S,[U]/10,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8664,astronomic unit,Unit,UCUM,Unit,NA,AU,1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8665,nanomole of bone collagen equivalent,Unit,UCUM,Unit,S,nmol{BColl}eq,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8670,EU per deciliter,Unit,UCUM,Unit,NA,{EU}/dL,1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8673,High Power Field,Unit,UCUM,Unit,NA,[HPF],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8675,milliliter per specimen,Unit,UCUM,Unit,S,mL/{spec},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8683,Total creatinine,Unit,UCUM,Unit,NA,[{tot'creat}],1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8684,Total hemoglobin,Unit,UCUM,Unit,NA,[{tot'HGB}],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8686,cubic millimeter,Unit,UCUM,Unit,S,mm3,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8687,percent activity,Unit,UCUM,Unit,S,%{activity},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8688,percent baseline,Unit,UCUM,Unit,S,%{baseline},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8695,Ehrlich unit per milliliter,Unit,UCUM,Unit,S,[EU]/mL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8698,liter per minute,Unit,UCUM,Unit,S,L/min,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8700,Milligram per day,Unit,UCUM,Unit,NA,mg/d,1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8701,nanogram per gram,Unit,UCUM,Unit,S,ng/g,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8703,parts per billion,Unit,UCUM,Unit,S,[ppb],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8704,picogram per cell,Unit,UCUM,Unit,S,pg/{cell},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8712,erythrocytes per microliter,Unit,UCUM,Unit,S,{ery}/uL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8713,gram per deciliter,Unit,UCUM,Unit,S,g/dL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8718,international unit,Unit,UCUM,Unit,S,[iU],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8719,milliunit per milliliter,Unit,UCUM,Unit,S,10*-3.[U]/mL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8720,microgram per gram,Unit,UCUM,Unit,S,ug/g,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8721,Microgram per SPEC,Unit,UCUM,Unit,NA,ug/{SPEC},1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8722,microgram per time,Unit,UCUM,Unit,S,ug/{time},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8723,milligram per gram,Unit,UCUM,Unit,S,mg/g,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8724,milligram per time,Unit,UCUM,Unit,S,mg/{time},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8725,nanogram per liter,Unit,UCUM,Unit,S,ng/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8728,percent saturation,Unit,UCUM,Unit,S,%{sat},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8729,picomole per liter,Unit,UCUM,Unit,S,pmol/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8734,trillion per liter,Unit,UCUM,Unit,S,10*12/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8736,nanomole per liter,Unit,UCUM,Unit,S,nmol/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8737,percent hemoglobin,Unit,UCUM,Unit,S,%{of'HGB},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8738,percent inhibition,Unit,UCUM,Unit,S,%{inhibition},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8739,pound (US),Unit,UCUM,Unit,S,[lb_us],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8745,femtomole per liter,Unit,UCUM,Unit,S,fmol/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8748,microgram per liter,Unit,UCUM,Unit,S,ug/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8749,micromole per liter,Unit,UCUM,Unit,S,umol/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8750,microunit per liter,Unit,UCUM,Unit,S,10*-6.[U]/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8751,milligram per liter,Unit,UCUM,Unit,S,mg/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8752,millimeter per hour,Unit,UCUM,Unit,S,mm/h,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8753,millimole per liter,Unit,UCUM,Unit,S,mmol/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8754,NMIL per milliliter,Unit,UCUM,Unit,NA,{NMIL}/mL,1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8755,Nanometer per Liter,Unit,UCUM,Unit,NA,nm/L,1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8758,Of Total Hemoglobin,Unit,UCUM,Unit,NA,[{of'tot'HGB}],1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8763,unit per milliliter,Unit,UCUM,Unit,S,[U]/mL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8765,per low powered field,Unit,UCUM,Unit,S,/[LPF],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8773,Meter per microliter,Unit,UCUM,Unit,NA,m/uL,1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8774,microgram per minute,Unit,UCUM,Unit,S,ug/min,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8775,micrometer per liter,Unit,UCUM,Unit,S,um/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8776,milligram per sample,Unit,UCUM,Unit,S,mg/{sample},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8779,signal to cutoff ratio,Unit,UCUM,Unit,S,{signal}/[{CO'ratio}],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8783,unit per 10 cells,Unit,UCUM,Unit,S,[U]/10.{cells},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8784,cells per microliter,Unit,UCUM,Unit,S,{cells}/uL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8785,per cubic millimeter,Unit,UCUM,Unit,S,/mm3,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8786,per high power field,Unit,UCUM,Unit,S,/[HPF],1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8791,gram per 5 hours,Unit,UCUM,Unit,S,g/(5.h),1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8792,Kelvin per microliter,Unit,UCUM,Unit,NA,K/uL,1970-01-01,2014-01-03,U
NA,NA,NA,NA,NA,8794,Milligram C per Liter,Unit,UCUM,Unit,NA,mg.{c}/L,1970-01-01,2014-01-03,D
NA,NA,NA,NA,NA,8795,milliliter per minute,Unit,UCUM,Unit,S,mL/min,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8798,bushel per milliliter,Unit,UCUM,Unit,S,[bu_us]/mL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8799,copies per milliliter,Unit,UCUM,Unit,S,{copies}/mL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8800,percent at 60 minutes,Unit,UCUM,Unit,S,%{at'60'min},1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8807,gram per 24 hours,Unit,UCUM,Unit,S,g/(24.h),1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8810,kilounit per liter,Unit,UCUM,Unit,S,10*3.[U]/L,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8815,million per microliter,Unit,UCUM,Unit,S,10*6/uL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8816,million per milliliter,Unit,UCUM,Unit,S,10*6/mL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8817,nanogram per deciliter,Unit,UCUM,Unit,S,ng/dL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8818,nanogram per milligram,Unit,UCUM,Unit,S,ng/mg,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8820,picogram per deciliter,Unit,UCUM,Unit,S,pg/dL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8823,anti-phosphatidylserine IgA concentration (APS) unit per milliter,Unit,UCUM,Unit,S,[APS'U]/mL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8829,Ehrlich unit per deciliter,Unit,UCUM,Unit,S,[EU]/dL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8831,anti-phosphatidylserine IgG concentration (GPS) unit per milliliter,Unit,UCUM,Unit,S,[GPS'U]/mL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8836,anti-phosphatidylserine IgM concentration (MPS) unit per milliliter,Unit,UCUM,Unit,S,[MPS'U]/mL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8837,microgram per deciliter,Unit,UCUM,Unit,S,ug/dL,1970-01-01,2099-12-31,NA
NA,NA,NA,NA,NA,8838,microgram per milligram,Unit,UCUM,Unit,S,ug/mg,1970-01-01,2099-12-31,NA
